City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,oleszyce,50.1675,23.0348,278.98,82,69,1.37,PL,1700158438
365,mount gambier,-37.8333,140.7667,280.45,90,61,1.99,AU,1700158439
366,ust-tsilma,65.441,52.1498,260.71,94,94,2.68,RU,1700158439
367,machina,13.1364,10.0492,302.31,19,93,4.81,NG,1700158439
368,tokar,18.4254,37.729,301.4,64,53,5.78,SD,1700158439
369,turkmenbasy,40.0222,52.9552,289.48,81,0,3.26,TM,1700158439
370,zhangjiakou,40.81,114.8794,268.03,35,2,8.36,CN,1700158439
371,acapulco de juarez,16.8634,-99.8901,305.05,70,40,4.12,MX,1700158439
372,charters towers,-20.1,146.2667,293.76,70,6,4.6,AU,1700158439
373,torquay,50.4638,-3.5143,281.96,85,57,1.34,GB,1700158440
374,hotan,37.0997,79.9269,276.66,27,31,0.75,CN,1700158440
375,arys,42.4252,68.795,288.28,23,100,3.13,KZ,1700158440
376,garrucha,37.1874,-1.8349,291.67,65,92,0.63,ES,1700158440
377,carbonear,47.7332,-53.2148,275.23,76,81,2.79,CA,1700158440
378,boende,-0.2167,20.8667,295.62,99,96,0.67,CD,1700158440
379,levuka,50.1834,-105.4011,274.0,60,0,7.2,CA,1700158440
380,abepura,-2.6333,140.5833,297.6,94,20,0.51,ID,1700158441
381,yaren,-0.5472,166.916,301.06,79,21,2.25,NR,1700158441
382,kourou,5.1552,-52.6478,305.18,64,15,4.97,GF,1700158441
383,mugia,43.1041,-9.2179,288.8,79,83,1.45,ES,1700158441
384,gasteiz / vitoria,42.85,-2.6667,285.72,93,100,3.09,ES,1700158441
385,nako,31.8814,78.627,273.47,44,73,0.23,IN,1700158441
386,abaete,-19.16,-45.4458,311.27,21,27,2.42,BR,1700158392
387,nuku'alofa,-21.1333,-175.2,298.34,94,20,2.06,TO,1700158442
388,howard springs,-12.497,131.047,302.1,82,8,1.62,AU,1700158442
389,kokpekty,48.75,82.4,274.66,56,100,2.77,KZ,1700158442
390,vorgashor,67.5833,63.95,258.74,96,100,4.99,RU,1700158443
391,dharamsala,32.2419,76.3213,284.34,49,100,3.17,IN,1700158309
392,bathsheba,13.2167,-59.5167,297.49,100,75,6.69,BB,1700158443
393,goure,13.9835,10.2704,300.99,23,96,6.26,NE,1700158443
394,chilecito,-29.1619,-67.4974,303.79,11,3,5.78,AR,1700158443
395,iskateley,67.6803,53.1512,264.27,96,100,2.68,RU,1700158444
396,luanda,-8.8368,13.2343,301.15,78,20,5.66,AO,1700158444
397,strugi-krasnyye,58.2675,29.1114,269.45,76,31,1.8,RU,1700158444
398,cedeira,43.6797,-8.0209,286.63,73,93,1.35,ES,1700158444
399,amahai,-3.3333,128.9167,299.11,85,64,0.81,ID,1700158444
400,altai,46.3722,96.2583,268.45,33,0,2.43,MN,1700158445
401,simanggang,1.2472,111.4528,296.41,99,89,0.32,MY,1700158445
402,aqadyr,48.2553,72.8483,277.59,44,72,3.67,KZ,1700158445
403,nuuk,64.1835,-51.7216,271.49,80,75,1.03,GL,1700158284
404,boa vista,2.8197,-60.6733,308.14,43,40,2.57,BR,1700158445
405,ghat,24.9647,10.1728,294.35,28,0,3.0,LY,1700158446
406,fonte boa,-2.4959,-66.2662,311.86,28,6,0.46,BR,1700158446
407,el bauga,18.262,33.9081,300.57,24,39,5.64,SD,1700158446
408,chonchi,-42.6128,-73.8092,284.71,98,100,4.74,CL,1700158446
409,zalesovo,53.9939,84.7431,276.98,70,100,5.57,RU,1700158447
410,bundaberg,-24.85,152.35,296.05,96,40,1.34,AU,1700158447
411,jabor,5.921,169.6434,301.57,79,100,6.49,MH,1700158447
412,gao,16.6362,1.637,301.82,14,0,5.28,ML,1700158447
413,prince george,53.9166,-122.753,271.62,91,100,9.26,CA,1700158302
414,yelwa,8.8333,9.6333,303.51,28,79,1.65,NG,1700158448
415,andovoranto,-18.95,49.1,296.76,83,60,2.0,MG,1700158448
416,puerto colombia,10.9878,-74.9547,306.2,72,91,3.29,CO,1700158345
417,mossel bay,-34.1831,22.146,291.11,83,100,1.28,ZA,1700158448
418,chul'man,56.8479,124.9104,246.8,100,97,1.0,RU,1700158449
419,kutum,14.2,24.6667,294.97,27,35,4.55,SD,1700158449
420,broken hill,-31.95,141.4333,286.12,41,27,5.14,AU,1700158449
421,hinesville,31.8469,-81.5959,295.13,83,75,4.12,US,1700158449
422,st. john's,47.5649,-52.7093,275.36,76,75,3.6,CA,1700158339
423,sao tome,0.3365,6.7273,300.55,81,12,1.82,ST,1700158450
424,hasaki,35.7333,140.8333,285.53,68,100,8.84,JP,1700158450
425,wotho,10.1657,166.0102,301.06,83,44,9.89,MH,1700158450
426,ola,59.5833,151.2833,256.58,84,26,2.69,RU,1700158195
427,binzhou,37.3667,118.0167,278.1,36,22,6.74,CN,1700158451
428,libourne,44.9167,-0.25,287.43,73,65,5.59,FR,1700158451
429,san javier,37.8063,-0.8374,296.11,64,0,4.47,ES,1700158451
430,mungwi,-10.1732,31.3694,295.82,58,99,2.97,ZM,1700158452
431,nouadhibou,20.931,-17.0347,302.14,32,0,3.6,MR,1700158452
432,teknaf,20.8624,92.3058,295.74,96,100,3.98,BD,1700158452
433,manokwari,-0.8667,134.0833,299.14,73,5,2.53,ID,1700158452
434,westport,41.1415,-73.3579,291.74,52,1,1.79,US,1700158167
435,la dorada,5.4478,-74.6631,306.75,50,90,3.01,CO,1700158453
436,kharp,66.8014,65.8081,256.08,92,18,3.72,RU,1700158453
437,taulaga,-11.0553,-171.0883,301.71,76,81,2.81,AS,1700158338
438,richards bay,-28.783,32.0377,295.02,81,97,3.77,ZA,1700158453
439,ibarreta,-25.2144,-59.8585,301.17,75,94,4.71,AR,1700158453
440,tete,-16.1564,33.5867,303.2,37,0,5.14,MZ,1700158454
441,kimbe,-5.5502,150.1429,295.72,87,8,2.23,PG,1700158218
442,gizo,-8.103,156.8419,299.73,74,76,1.61,SB,1700158454
443,augusta,48.3667,10.8833,279.76,93,100,1.54,DE,1700158454
444,namtsy,62.7161,129.6658,254.48,97,100,2.91,RU,1700158454
445,penonome,8.5167,-80.3667,302.64,82,76,0.45,PA,1700158455
446,lorengau,-2.0226,147.2712,300.46,80,47,2.55,PG,1700158455
447,khilok,51.3674,110.4676,259.13,92,18,1.59,RU,1700158455
448,suva,-18.1416,178.4415,296.86,94,40,1.54,FJ,1700158455
449,akrehamn,59.2667,5.1833,276.16,80,75,4.12,NO,1700158455
450,callao,-12.0667,-77.15,295.31,68,40,3.6,PE,1700158456
451,tchamba,9.0333,1.4167,303.28,43,72,1.88,TG,1700158456
452,den helder,52.9599,4.7593,279.81,92,100,1.03,NL,1700158456
453,bardai,11.65,7.2333,299.73,35,100,4.15,NG,1700158457
454,golfito,8.639,-83.166,301.13,85,75,2.11,CR,1700157857
455,jayapura,-2.5333,140.7,297.81,93,44,1.96,ID,1700157857
456,praya,14.9215,-23.5087,303.45,45,80,7.2,CV,1700157858
457,ananindeua,-1.3656,-48.3722,303.1,74,75,6.69,BR,1700157858
458,chifeng,42.2683,118.9636,265.41,57,6,8.35,CN,1700157859
459,san-pedro,4.7485,-6.6363,299.87,79,27,2.23,CI,1700157860
460,natal,-5.795,-35.2094,304.27,62,75,7.2,BR,1700157861
461,aparan,40.5932,44.3589,281.75,82,94,4.58,AM,1700157861
462,yarmouth,41.7057,-70.2286,289.41,55,0,2.06,US,1700157862
463,kaiyuan,23.6977,103.3037,281.85,72,96,1.55,CN,1700157862
464,baiyin,36.5583,104.2081,275.19,35,0,1.72,CN,1700157863
465,reconquista,-29.15,-59.65,302.99,47,98,5.03,AR,1700157864
466,esqueda,30.7167,-109.5833,295.73,24,100,0.59,MX,1700157864
467,la penita de jaltomba,21.0333,-105.25,303.09,72,30,3.94,MX,1700157864
468,vanino,49.0869,140.2543,268.66,86,100,1.61,RU,1700157865
469,alice springs,-23.7,133.8833,291.9,100,100,6.69,AU,1700157704
470,senillosa,-39.0,-68.4167,294.03,28,98,16.09,AR,1700157865
471,tirlyanskiy,54.2109,58.5806,273.26,95,99,1.62,RU,1700157866
472,aripuana,-9.1667,-60.6333,314.52,18,3,1.72,BR,1700157866
473,kralendijk,12.15,-68.2667,304.14,70,75,8.75,BQ,1700157867
474,mirny,62.5353,113.9611,266.06,85,100,7.15,RU,1700157867
475,yanam,16.7333,82.2167,298.42,84,82,1.39,IN,1700157868
476,oranjemund,-28.55,16.4333,290.77,84,82,2.05,NA,1700157868
477,cachoeira do sul,-30.0392,-52.8939,301.04,67,80,2.14,BR,1700157869
478,laojunmiao,39.8333,97.7333,273.42,17,0,0.78,CN,1700157869
479,newman,37.3138,-121.0208,292.17,80,44,0.45,US,1700157870
480,karaman,37.0833,33.25,280.84,82,50,7.84,TR,1700157870
481,pangoa,-12.1167,-73.0,299.88,84,90,0.78,PE,1700157870
482,lensk,60.7253,114.9278,269.05,86,100,6.38,RU,1700157871
483,tanjung pandan,-2.75,107.65,299.17,86,100,1.06,ID,1700157871
484,ambodifotatra,-16.9833,49.85,299.05,79,30,6.96,MG,1700157872
485,mchinji,-13.7984,32.8802,297.22,45,59,2.31,MW,1700157873
486,gereida,11.2811,25.1414,303.18,24,83,4.34,SD,1700157873
487,san julian,21.0167,-102.1667,294.6,36,1,2.79,MX,1700157873
488,yung shue wan,22.2333,114.1167,290.75,55,75,0.45,HK,1700157874
489,ad dilam,23.9915,47.1627,297.38,52,35,3.84,SA,1700157874
490,sisimiut,66.9395,-53.6735,266.5,82,49,3.97,GL,1700157875
491,dabakala,8.3667,-4.4333,303.04,50,22,1.46,CI,1700157875
492,port saint john's,-31.6229,29.5448,295.77,74,100,1.86,ZA,1700157875
493,yallahs,17.8748,-76.5624,300.0,89,100,6.24,JM,1700157876
494,kenai,60.5544,-151.2583,275.98,94,20,5.66,US,1700157876
495,vila do maio,15.1333,-23.2167,303.59,76,50,4.3,CV,1700157876
496,alo,7.4178,6.7371,301.02,55,37,0.75,NG,1700157876
497,keflavik,64.0049,-22.5624,278.1,87,0,3.6,IS,1700157876
498,laascaanood,8.4774,47.3597,297.93,76,78,4.34,SO,1700157877
499,kone,-21.0595,164.8658,292.83,91,5,1.8,NC,1700157877
500,keelung,25.1283,121.7419,290.09,70,100,8.72,TW,1700157877
501,save,8.0425,2.486,302.75,47,68,2.76,BJ,1700157877
502,malvan,16.0667,73.4667,298.5,63,20,3.51,IN,1700157878
503,palu,-0.8917,119.8707,297.3,95,83,1.22,ID,1700157878
504,fale old settlement,-9.3852,-171.2468,302.25,74,82,3.36,TK,1700157878
505,quellon,-43.1167,-73.6167,284.15,94,100,7.61,CL,1700157878
506,belozersk,60.0326,37.7957,271.47,80,89,3.13,RU,1700157879
507,greymouth,-42.4667,171.2,286.35,96,100,4.03,NZ,1700157879
508,bemidji,47.4736,-94.8803,284.02,59,0,7.72,US,1700157622
509,valle de la pascua,9.2155,-66.0073,305.88,52,78,3.17,VE,1700157884
510,merizo village,13.2658,144.6691,301.46,89,100,7.53,GU,1700157884
511,kovalam,8.3667,76.9967,302.2,79,75,1.03,IN,1700157884
512,olyokminsk,60.3736,120.4264,264.09,80,100,4.98,RU,1700157885
513,oltinko'l,40.8011,72.1634,285.05,25,34,1.86,UZ,1700157885
514,loch garman,52.3342,-6.4575,282.53,100,73,3.13,IE,1700157885
515,rawson,-43.3002,-65.1023,295.23,26,85,10.08,AR,1700157885
516,coldwater,41.9403,-85.0005,292.09,39,0,6.17,US,1700157769
517,springbok,-29.6643,17.8865,294.9,28,95,2.36,ZA,1700157885
518,kiunga,-6.1219,141.2906,297.0,96,83,1.13,PG,1700157886
519,noumea,-22.2763,166.4572,297.59,99,31,2.12,NC,1700157605
520,umm ruwaba,12.9061,31.2158,302.97,23,47,5.81,SD,1700157886
521,malmberget,67.1753,20.6549,253.46,84,73,2.06,SE,1700157886
522,bargaal,11.2864,51.0773,300.42,79,92,3.4,SO,1700157887
523,codrington,-38.2667,141.9667,282.79,79,57,3.42,AU,1700157887
524,robore,-18.3333,-59.75,314.2,29,20,9.26,BO,1700157887
525,mahanoro,-19.9,48.8,295.21,91,23,2.02,MG,1700157587
526,itirucu,-13.5317,-40.1503,302.88,39,82,1.93,BR,1700157887
527,beledweyne,4.7358,45.2036,300.55,72,88,1.95,SO,1700157887
528,meadow lake,34.8014,-106.5436,292.42,47,98,2.39,US,1700157887
529,prince rupert,54.3161,-130.3201,280.98,95,100,19.03,CA,1700157779
530,jianshui,23.6363,102.8264,282.21,77,98,2.01,CN,1700157888
531,rio gallegos,-51.6226,-69.2181,286.18,41,40,6.69,AR,1700157720
532,luau,-10.7073,22.2247,290.47,95,100,1.52,AO,1700157888
533,road town,18.4167,-64.6167,304.2,66,40,4.63,VG,1700157888
534,lubang,13.8584,120.124,300.77,76,89,9.84,PH,1700157889
535,as sulayyil,20.4607,45.5779,299.29,37,45,3.15,SA,1700157889
536,madalena,41.2162,-8.3345,290.79,97,100,0.74,PT,1700157889
537,mount pearl,47.5166,-52.7813,274.51,76,75,3.6,CA,1700157890
538,kavieng,-2.5744,150.7967,300.54,78,47,3.25,PG,1700157890
539,al burayqah,30.4062,19.5739,296.07,71,0,4.97,LY,1700157890
540,kachug,53.9606,105.8817,262.62,97,95,0.89,RU,1700157891
541,el fasher,13.6279,25.3494,299.5,25,46,5.43,SD,1700157891
542,les cayes,18.2,-73.75,303.02,59,59,8.98,HT,1700157891
543,bedford,52.1346,-0.4663,280.99,89,75,3.6,GB,1700157891
544,jangipur,24.4667,88.0667,295.87,74,100,2.65,IN,1700157892
545,siocon,7.7061,122.1353,298.67,91,80,1.82,PH,1700157892
546,kaga bandoro,6.9896,19.1874,296.1,91,100,2.05,CF,1700157892
547,tamanrasset,22.785,5.5228,295.1,20,0,4.12,DZ,1700157892
548,gazipasa,36.2694,32.3179,290.2,94,75,2.57,TR,1700157893
549,champerico,14.3,-91.9167,307.45,72,13,2.19,GT,1700157893
550,kiwira,-9.1667,33.5333,290.93,94,79,1.36,TZ,1700157893
551,severo-yeniseyskiy,60.3725,93.0408,270.69,94,100,4.47,RU,1700157893
552,chibougamau,49.9168,-74.3659,275.94,65,20,5.14,CA,1700157640
553,buta,2.7858,24.73,295.04,100,99,1.09,CD,1700157894
554,posto fiscal rolim de moura,-13.0833,-62.2667,315.49,17,27,3.31,BR,1700157894
555,bechar,31.6167,-2.2167,298.33,13,0,0.51,DZ,1700157895
556,saint-joseph,-21.3667,55.6167,297.3,90,76,4.92,RE,1700157895
557,naze,28.3667,129.4833,288.66,83,100,10.45,JP,1700157895
558,ketchikan,55.3422,-131.6461,282.41,100,100,9.77,US,1700157895
559,shakawe,-18.3667,21.85,301.99,29,89,0.8,BW,1700157895
560,caleta de carquin,-11.0925,-77.6267,295.69,73,72,5.79,PE,1700157895
561,orkney,-26.9802,26.6727,297.54,31,100,2.25,ZA,1700157696
562,hakodate,41.7758,140.7367,285.95,78,100,10.16,JP,1700157859
563,gur'yevsk,54.2833,85.9333,277.04,66,100,7.05,RU,1700157896
564,chauk,20.8833,94.8167,296.5,80,96,3.1,MM,1700157896
